ParA,10492,putativepartitioningproteinParA,Inc?,pM02,296,*
ParA,6218,SopA,Inc?,pPGRT46,391,97.2
ParA,6218,stabilizationofplasmidproteinA,Inc?,pU302L,391,99.5
ParA,6218,w0050,Inc?,pSFO157,391,99.5
ParA,6218,SopA,Inc?,pAPEC-1,391,99.2
ParA,6218,SopA,Inc?,pDB4277,391,99.2
ParA,6218,SopA,Inc?,pCERC3,391,99.2
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,pC59-153,391,99.2
ParA,6218,SopA,incf,p1658/97,391,99.2
ParA,6218,SopAprotein(PlasmidpartitionproteinA),Inc?,pECOS88,391,99.2
ParA,6218,PlasmidpartitionproteinA,Inc?,pNJST258N1,391,97.2
ParA,6218,SopA,Inc?,pAPEC-O1-ColBM,391,99.2
ParA,6218,unknown,Inc?,pEC,391,99.5
ParA,6218,parA,Inc?,pFAM22871,391,99.5
ParA,6218,unknown,Inc?,pEC,391,99.5
ParA,6218,SopAprotein(PlasmidpartitionproteinA),Inc?,pJIE186-2,391,99.2
ParA,6218,SopA,incf,pIP1206,391,99.5
ParA,6218,sopA,incf,F,391,99.5
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,p80-547,388,99.2
ParA,6218,SopA,Inc?,pOU7519,388,97.2
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,pKPYL1,388,97.2
ParA,6218,SopA,Inc?,pVM01,388,99.2
ParA,6218,SopAprotein,Inc?,pO157,388,99.5
ParA,6218,plasmidpartitionproteinAParA,Inc?,p33676,388,97.2
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,pH2332-166,388,99.2
ParA,6218,chromosomepartitioningproteinParA,Inc?,pJJ1886,388,99.5
ParA,6218,"Chromosome(plasmid)partitioningprotein,SopA",Inc?,pBK32179,388,97.2
ParA,6218,"Cobyrinicacida,c-diamidesynthase",Inc?,pENTE01,388,92.8
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,pSH696,388,99.2
ParA,6218,plasmidpartitionproteinA,Inc?,pAPEC-O78-ColV,388,99.2
ParA,6218,sopA,Inc?,II,388,97.2
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,pH2291-144,388,99.2
ParA,6218,plasmidpartitionproteinA,Inc?,pETEC,388,99.5
ParA,6218,SopA,Inc?,pEC958,388,99.5
ParA,6218,Cobyrinicacidac-diamidesynthase,Inc?,pENTAS01,388,93.3
ParA,6218,plasmidpartitioningproteinParA,Inc?,pSD,388,99.5
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,p3099-85,385,99.5
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,pSH163,385,99.2
ParA,6218,SopAprotein(PlasmidpartitionproteinA),Inc?,pETN48,385,99.5
ParA,6218,plasmidpartitionproteinA,Inc?,pO157,385,99.5
ParA,6218,Plasmidpartitioningprotein,Inc?,p0157,323,99.4
ParA,6218,plasmidpartitioningprotein,Inc?,pO157,323,99.4
ParA,6218,plasmid-partitioningprotein,Inc?,pO157,323,99.4
ParA,6218,repFiArepliconessentialfunctionprotein,Inc?,pKPN3,323,88.5
ParA,6218,Chromosome(plasmid)partitioningproteinParA,Inc?,unnamed,252,71.0
ParA,6218,chromosomepartitioningproteinParA,Inc?,unnamed,214,98.6
ParA,9335,chromosomepartitioningproteinParA,Inc?,pCHQ1,400,92.1
ParA,9335,Cobyrinicacidac-diamidesynthase,Inc?,pSPHCH01,400,92.1
ParA,9335,chromosomepartitioningprotein,Inc?,1,400,86.4
ParA,9335,chromosomepartitioningprotein,Inc?,pLA1,400,85.8
ParA,9335,chromosomepartitioningproteinParA,Inc?,pLA1,400,85.8
ParA,9335,chromosomepartitioningproteinParA,Inc?,DNA,400,92.1
ParA,71294,Soj,Inc?,pKLC102,294,97.9
ParA,71294,chromosomepartitioningproteinParA,Inc?,pUM505,288,*
ParA,14971,"ParAprotein,putativeplasmidpartitioningprotein",Inc?,pSfHH103a,223,94.2
ParA,14971,ATPaseinvolvedinchromosomepartitioning-likeprotein,Inc?,pSINME02,223,*
ParA,10477,partitioningproteinParA,Inc?,pKOXM1B,288,97.6
ParA,10477,cobyrinicacidac-diamidesynthase,Inc?,pO169:H41,288,96.5
ParA,10477,cobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,pGA45,288,87.2
ParA,10477,plasmidpartitioningproteinParA,Inc?,pRJ46C,212,80.7
ParA,74762,Chromosome(plasmid)partitioningproteinParA,Inc?,pTP33,207,*
ParA,68298,parA1-like,Inc?,SLP2,386,*
ParA,12614,IncC,Inc?,pHHV35,258,98.8
ParA,12614,IncC,Inc?,pHH1107,258,98.8
ParA,12614,chromosomepartitioningprotein,Inc?,p6411-66.409kb,258,98.4
ParA,12614,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,pWCA157-53,258,*
ParA,12614,IncC,Inc?,pFK2-7,258,98.8
ParA,12614,IncC,Inc?,pHHV216,258,98.8
ParA,13067,IncC2,Inc?,pEP5289,251,100.0
ParA,13067,plasmidpartitioningproteinParA,Inc?,pNG869,251,100.0
ParA,13067,IncC2,Inc?,pNGTCDC08107,251,100.0
ParA,21062,plasmidstabilityproteinParA,Inc?,pRPR,243,77.2
ParA,21062,PlasmidstabilityproteinParA,Inc?,pRF,211,90.6
ParA,21062,plasmidstabilityproteinParA,Inc?,pRF,149,*
ParA,86066,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,VS116,66,*
ParA,5800,chromosomepartitioningproteinParA,Inc?,PKPCAPSS,401,97.5
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCAV1392-50,401,97.8
ParA,5800,PlasmidpartitioningproteinParA,Inc?,pTR2,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPN-a41,401,97.8
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pIMP-HB623,401,97.8
ParA,5800,PlasmidpartitionParAprotein,Inc?,pKPS77,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKpN01-CTX,401,97.8
ParA,5800,['orfX48'],Inc?,pSEN,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pENT-784,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKOX-137,401,98.0
ParA,5800,ParAplasmidpartitioningproteinA,Inc?,pYDC676,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pSBLT,401,100.0
ParA,5800,PlasmidpartitionParAprotein,Inc?,pKPS30,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCFSAN000679,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pSTUK-100,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,U25P002,401,97.8
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pBK30661,401,98.3
ParA,5800,plasmidpartitionproteinA,Inc?,pDT104,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPN-041,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pSLT,401,100.0
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,RM1,401,99.8
ParA,5800,plasmidpartitionproteinA,Inc?,pRM9437,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSTY1-2009K-1640,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pVAKPC278-138,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pST3553,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSTY2-1898,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPC-def,401,98.3
ParA,5800,PlasmidpartitionproteinA,Inc?,pEFER,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,p38544-85.403kb,401,97.8
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pBK30683,401,98.3
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pNDM1,401,97.8
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pNDM1,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pYT1,401,100.0
ParA,5800,plasmidpartitionproteinParA,Inc?,pCT-KPC,401,98.0
ParA,5800,plasmidpartitionproteinA,Inc?,pYT2,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,p34618-71.572kb,401,97.8
ParA,5800,ParA,Inc?,pSal8934b,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,virulence,401,100.0
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pSPUV,401,100.0
ParA,5800,['orfX10'],Inc?,pSG,401,100.0
ParA,5800,partitioningproteinParA,Inc?,pKPC-LK30,401,97.3
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPC-63d,401,98.3
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPC,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pMNCRE44,401,98.3
ParA,5800,ParA,Inc?,pOU7519,401,100.0
ParA,5800,ParA,Inc?,pIT-12C47,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,complete,401,100.0
ParA,5800,putativereplicationproteinA,Inc?,pSW82,401,99.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKp5-1,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKpN06-CTX,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pYU15,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCAV1668-85,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pKPN5,401,98.0
ParA,5800,ParAplasmidpartitioningproteinA,Inc?,pIS04,401,97.8
ParA,5800,PlasmidpartitionproteinA,Inc?,pNJST258N2,401,98.3
ParA,5800,plasmidpartitionproteinA,Inc?,pSTMDT12,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSE9-641,401,100.0
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pKPN101-IT,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,TY474p1,401,100.0
ParA,5800,ParA,Inc?,pTC2,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pUHKPC33-162.533kb,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pSLT,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,plasmid1,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pSO2,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pKPHS2,401,98.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSTY1-2011K-1702,401,100.0
ParA,5800,ParA,Inc?,pS-3002cz,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPC,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pSO3,401,100.0
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pSLT,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pSEN-BT,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCMCC50041,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCAV1596-41,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSE12-5,401,100.0
ParA,5800,ParA,Inc?,pSPCV,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,p798,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pSLT,401,100.0
ParA,5800,PlasmidpartitionParAprotein,Inc?,pKP1780,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSE12-2,401,100.0
ParA,5800,ParA,Inc?,pK245,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCAV1043-51,401,97.5
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPC-484,401,97.8
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSTY1-H2662,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pSTY1-1808,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,unnamed,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pSLT-BT,401,100.0
ParA,5800,PlasmidpartitionproteinA,Inc?,pHg,401,97.8
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pSENV,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pKP91,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pKP048,401,98.0
ParA,5800,ParA,Inc?,pSal6919a,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pKPC,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pSCV50,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pUHKPC05-162,401,97.8
ParA,5800,plasmidpartitionproteinA,Inc?,pOU1113,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pCFSAN000725,401,100.0
ParA,5800,plasmidpartitionproteinA,Inc?,pSTU288-1,401,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,pENT-576,401,97.8
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,:,399,79.2
ParA,5800,ParA,Inc?,pKP1034,380,97.1
ParA,5800,ParA,Inc?,pKPoxa-48N2,349,100.0
ParA,5800,plasmidpartitioningprotein,Inc?,pKPX-2,324,92.6
ParA,5800,ParA,Inc?,DNA,321,97.5
ParA,5800,chromosomepartitioningproteinParA,Inc?,p34978-139.941kb,215,100.0
ParA,5800,chromosomepartitioningproteinParA,Inc?,unnamed,214,98.6
ParA,5800,Chromosome(plasmid)partitioningproteinParA,Inc?,pFORC7,206,89.3
ParA,5800,parA,Inc?,pUSKPC3,181,100.0
ParA,5800,hypotheticalprotein,Inc?,pVIRBov,176,88.6
ParA,16203,chromosomepartitioningproteinParA,Inc?,:,220,73.8
ParA,16203,partitioningproteinParA,Inc?,pEA29.,216,98.5
ParA,16203,plasmidpartitioningproteinParF,Inc?,pKO,216,92.7
ParA,16203,partitioningproteinParA,Inc?,pPrY2001,207,79.6
ParA,16203,ParF,Inc?,pMAS2027,206,89.8
ParA,16203,PlasmidpartitioningproteinF,Inc?,pEB170.,206,79.1
ParA,16203,"plasmidpartitioning,ParAsuperfamilyATPaseParF",Inc?,pMO17,206,89.8
ParA,16203,chromosomepartitioningproteinParA,Inc?,pCAV1043-58,206,79.1
ParA,16203,"Plasmidpartitioning,ParAsuperfamilyATPaseParF",Inc?,R485,206,89.8
ParA,16203,plasmidpartitioningproteinParF,Inc?,pACN001-A,206,89.3
ParA,16203,PartitioningproteinParF,Inc?,PCN061p6,206,89.8
ParA,16203,plasmidpartitionproteinParF,Inc?,pIS04,206,89.8
ParA,16203,plasmidpartitionproteinParF,Inc?,pSE34,206,89.8
ParA,16203,chromosomepartitioningproteinParA,Inc?,pSTY1,206,89.8
ParA,16203,partitioningproteinParA,Inc?,pEA29,206,98.5
ParA,16203,Chromosome(plasmid)partitioningproteinParA,Inc?,pFORC7,206,89.3
ParA,16203,plasmidpartitionproteinParF,Inc?,pCVM29188,206,88.8
ParA,16203,"plasmidpartitioning,ParAsuperfamilyATPaseParF",Inc?,pLN126,206,89.8
ParA,16203,plasmidpartitioningproteinParF,Inc?,pIS15,206,89.8
ParA,16203,plasmidpartitioningproteinParF,Inc?,pOLA52,206,89.3
ParA,16203,plasmidpartitioningproteinParA,Inc?,pSD,206,89.3
ParA,16203,plasmidpartitionproteinParF,Inc?,p3246,206,89.3
ParA,16203,parA,Inc?,pYD786-3,206,89.8
ParA,16203,chromosomepartitioningproteinParA,Inc?,pYU39,206,89.3
ParA,16203,plasmidpartitionproteinParF,Inc?,pCT02021853,206,89.3
ParA,16203,chromosomepartitioningproteinParA,Inc?,pSTY3-1898,206,89.8
ParA,16203,plasmidpartitioningproteinParF,Inc?,pNMEC31,206,89.8
ParA,16203,partitioningproteinParA,Inc?,pOU1115,206,89.3
ParA,16203,partitioningproteinParA,Inc?,LA637P1,181,98.3
ParA,16203,partitioningproteinParA,Inc?,LA636P1,181,98.3
ParA,16203,partitioningproteinParA,Inc?,LA635P1,181,98.3
ParA,16203,plasmidpartitionprotein,Inc?,MccC7-H22,76,100.0
ParA,16203,partitioningprotein,Inc?,1.,76,75.0
ParA,16203,plasmidpartitionprotein,Inc?,pSYM1,76,97.4
ParA,96570,putativechromosomepartitioningATPaseParAfamilyprotein,Inc?,pSRC5,260,*
ParA,15673,Soj/ParA-relatedprotein,Inc?,pMC1,213,*
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA01-011,351,*
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA42C,351,100.0
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA12-014,351,100.0
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA32-012,351,100.0
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA03-010,351,100.0
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA07-010,351,100.0
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA26-013,351,100.0
ParA,41779,chromosomepartitioningproteinParA/MinD/MRP/soj,Inc?,pAPA22-010,351,100.0
ParA,41779,"soj,parA",Inc?,:,345,70.7
ParA,86427,ParA,Inc?,pKPC-LKEc,326,86.2
ParA,12688,putativeParAprotein,incp-9,pWW0,381,72.8
ParA,12688,partitionproteinA,Inc?,pUTK21,257,*
ParA,12688,putativeplasmidpartitioningproteinParA,incp-9,NAH7,257,99.2
ParA,12688,partitionproteinA,Inc?,pR28,257,89.9
ParA,12688,ParA,incp-9,pDTG1,255,100.0
ParA,12688,putativeplasmidpartitioningprotein,incp-9,pNAH20,106,86.8
ParA,11792,CobQ/CobB/MinD/ParAnucleotidebindingdomain-containingprotein,Inc?,lp28-8,271,84.5
ParA,11792,PF32plasmidpartitionprotein,Inc?,pl28,271,70.1
ParA,11792,ParApartitionprotein;BorreliaproteinfamilyPFam32,Inc?,lp28-8,271,84.1
ParA,11792,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,lp28-8,271,*
ParA,11792,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,A14S,262,86.3
ParA,47850,ParA-likeprotein,Inc?,pF1947,212,*
ParA,47850,ParA-likeprotein,Inc?,pF3028,212,100.0
ParA,47850,ParA-likeprotein,Inc?,pF3031,212,100.0
ParA,96073,ParAfamilyprotein,Inc?,pEB102.,274,*
ParA,51921,Cobyrinicacidac-diamidesynthase,Inc?,pXFAS01,359,80.1
ParA,51921,parA-like,Inc?,pXF-RIV5,359,80.1
ParA,51921,IncC2,Inc?,pI2,147,*
ParA,67275,plasmidpartitioningproteinParA,Inc?,pMaD8,436,85.3
ParA,67275,"RepApartitioningprotein/ATPase,ParAtype",Inc?,C,435,99.5
ParA,67275,hypotheticalprotein,Inc?,pWS8N,350,100.0
ParA,67275,hypotheticalprotein,Inc?,pRSPA03,350,97.7
ParA,67275,chromosomepartitioningproteinParA,Inc?,unnamed,214,98.6
ParA,47736,"Conservedproteinofunknownfunction.SimilartoParAprotein,putativefromOceanicolabatsensisHTCC2597",Inc?,MGMAQ,214,*
ParA,12481,ParApartitionprotein;BorreliaproteinfamilyPFam32,Inc?,cp32-12,260,88.8
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,29805,260,91.9
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,Bol26,260,99.2
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,72a,260,91.9
ParA,12481,PF-32protein,Inc?,N40,260,91.9
ParA,12481,PF-32protein,Inc?,297,260,98.8
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,156a,260,99.2
ParA,12481,"borreliaPFam32partitionprotein,truncated",Inc?,cp32-quad,260,97.7
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,SV1,260,97.3
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,ZS7,260,99.2
ParA,12481,PF-32protein,Inc?,lp56,251,76.1
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,N40,251,75.7
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,94a,251,76.5
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,118a,251,76.1
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,Bol26,251,78.1
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,WI91-23,251,75.7
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,72a,251,76.1
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,VS116,251,78.1
ParA,12481,PF-32protein,Inc?,lp32-10,251,78.5
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,CA-11.2A,251,75.7
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,PBr,251,78.9
ParA,12481,PF-32protein,Inc?,JD1,250,99.6
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,64b,246,84.1
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,156a,246,79.3
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,ZS7,246,84.1
ParA,12481,chromosomepartitioningproteinParA,Inc?,lp32-8,246,79.3
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,118a,246,79.7
ParA,12481,PF-32protein,Inc?,cp32-8,246,79.3
ParA,12481,hypotheticalprotein,Inc?,lp32,110,*
ParA,12481,ParApartitionprotein;BorreliaproteinfamilyPFam32,Inc?,lp32-10,110,100.0
ParA,12481,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,Far04,57,*
ParA,15455,plasmidpartitioningproteinParA,Inc?,unnamed,417,88.2
ParA,15455,plasmidpartitioningproteinParA,Inc?,pCC1557,216,99.5
ParA,15455,ParA,Inc?,pFKN,216,98.1
ParA,15455,PlasmidpartitioningproteinParA,Inc?,pB76-81,216,98.1
ParA,15455,plasmidsegregationoscillatingATPaseParF,Inc?,unnamed,216,99.5
ParA,15455,stabilityprotein,Inc?,pPSR1,216,97.7
ParA,15455,PlasmidstabilityproteinParA,Inc?,pSM1,216,99.5
ParA,4309,PlasmidpartitioningproteinA,Inc?,Drgb3,458,*
ParA,4309,chromosomepartitioningproteinParA,Inc?,pCUNV1,399,81.2
ParA,4309,Chromosome(plasmid)partitioningproteinParA,Inc?,:,399,79.2
ParA,4309,chromosomepartitioningproteinParA,Inc?,pCMA1,399,81.5
ParA,4309,PlasmidpartitionproteinA,Inc?,pSLG231,399,75.6
ParA,4309,chromosomepartitioningproteinParA,Inc?,981p1,399,75.9
ParA,4309,chromosomepartitioningproteinParA,Inc?,pCDU1,399,82.0
ParA,4309,plasmidpartitionproteinA,Inc?,pEPIR37,399,83.7
ParA,4309,plasmidpartitionproteinA,Inc?,pRAHAQ02,399,81.7
ParA,4309,plasmidsegregationprotein,Inc?,pSD1,399,75.6
ParA,4309,PlasmidpartitionproteinA,Inc?,pET46.,399,84.7
ParA,4309,chromosomepartitioningproteinParA,Inc?,pCCO1,399,82.0
ParA,4309,plasmidpartitionproteinA,Inc?,pO111,398,78.1
ParA,4309,plasmidpartitioningproteinParA,Inc?,pUMNF18,398,78.1
ParA,4309,parA,Inc?,U2501,398,78.1
ParA,4309,PlasmidpartitionproteinA,Inc?,pCTU1,398,81.7
ParA,4309,plasmidpartitionproteinA,Inc?,p1303,398,78.1
ParA,4309,hypotheticalprotein,Inc?,pSP291-1,398,81.9
ParA,4309,plasmidpartitionproteinParB,Inc?,CSK29544,398,81.9
ParA,4309,plasmidpartitionproteinA,Inc?,p12579,398,78.1
ParA,4309,chromosomepartitioningproteinParA,Inc?,pSJ,398,78.1
ParA,4309,plasmidsegregationprotein,Inc?,pSB4,326,*
ParA,4309,plasmidsegregationprotein,Inc?,pSF5,326,100.0
ParA,4309,hypotheticalprotein,Inc?,pESA3,322,92.2
ParA,4309,chromosomepartitioningproteinParA,Inc?,unnamed,214,98.6
ParA,4309,chromosomepartitioningproteinParA,Inc?,unnamed2,214,99.1
ParA,4309,hypotheticalprotein,Inc?,p1,186,*
ParA,99313,putativepartitioningproteinparA,Inc?,pCE2,195,*
ParA,105579,parA,Inc?,R772,101,*
ParA,14575,chromosomepartitioningproteinParA,Inc?,plasmid,228,81.6
ParA,14575,Chromosome-partitioningATPaseSoj,Inc?,pCC42,228,82.0
ParA,14575,plasmidpartitioningproteinParA,Inc?,pCFF04554,228,*
ParA,14575,PlasmidpartitioningproteinParA,Inc?,pCC42yr,228,82.0
ParA,14575,plasmidpartitioningproteinParA,Inc?,pCFV97608-2,228,100.0
ParA,14575,Chromosome-partitioningATPaseParA,Inc?,pOR12CC42,228,82.5
ParA,14575,paraprotein,Inc?,pCCON31,228,73.2
ParA,42686,ParA,Inc?,pB-3002cz,326,100.0
ParA,42686,PlasmidsegregationproteinParM,Inc?,pEh1A,326,100.0
ParA,42686,plasmidsegregationproteinParM,Inc?,:,320,99.7
ParA,15512,plasmidpartitionproteinParA,Inc?,pSR56,215,*
ParA,74383,ParA-likeprotein,Inc?,pKPC2-EC14653,215,*
ParA,74383,chromosomepartitioningproteinParA,Inc?,p34978-139.941kb,215,100.0
ParA,74383,parA,Inc?,pUSKPC3,181,100.0
ParA,74383,PlasmidpartitioningproteinParA,Inc?,pBK30683,181,100.0
ParA,47680,partitionproteinparA,Inc?,pLM21S1,215,*
ParA,74262,"cobyrinicacida,c-diamidesynthase",Inc?,pTK6,225,100.0
ParA,74262,chromosomepartitioningproteinParA,Inc?,3,225,100.0
ParA,74262,"cobyrinicacida,c-diamidesynthase",Inc?,pMI4,225,100.0
ParA,74262,Chromosome(plasmid)partitioningproteinParA,Inc?,pAC258-26,217,89.4
ParA,74262,ParA-likeprotein,Inc?,pCHQ1,217,94.9
ParA,74262,chromosomepartitioningproteinParA,Inc?,pDE4,217,93.5
ParA,74262,"cobyrinicacida,c-diamidesynthase",Inc?,pISP3,217,*
ParA,98410,cobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,unnsmrf,216,*
ParA,11702,SAFdomainfamily,Inc?,p03BB102,273,*
ParA,11702,SAFdomainfamilyprotein,Inc?,p01,273,94.9
ParA,11702,SAFdomainfamilyprotein,Inc?,p02,273,84.6
ParA,11702,plasmidpartitioningproteinParA,Inc?,pX01,272,90.8
ParA,11702,AAAdomainprotein,Inc?,plasmid1,272,90.8
ParA,11702,pXO1-58,Inc?,PX01,272,90.8
ParA,11702,plasmidpartitioningproteinParA,Inc?,pXO1,272,90.8
ParA,11702,SAFdomainfamilyprotein,Inc?,pKK3,272,90.1
ParA,11702,chromosomepartitioningproteinParA,Inc?,pXO1,272,90.8
ParA,11702,SAFdomainfamily,Inc?,pX01,272,90.8
ParA,11702,SAFdomainfamily,Inc?,pXO1,272,90.8
ParA,11702,AAAdomainprotein,Inc?,1,272,90.8
ParA,11702,plasmidpartitioningproteinParA,Inc?,pXO1,272,90.8
